,Year,Deaths (weighted),COVID19 (weighted),Deaths (unweighted),COVID19 (unweighted),Scaled Deaths (unweighted),Scaled COVID19 Deaths (unweighted)
0,2015.0,2646174.0,0.0,2646174.0,0.0,8.252912672587941,0.0
1,2016.0,2784350.0,0.0,2784350.0,0.0,8.621845224378866,0.0
2,2017.0,2810498.0,0.0,2810498.0,0.0,8.648070953089393,0.0
3,2018.0,2838879.0,0.0,2838879.0,0.0,8.689891689489523,0.0
4,2019.0,2852492.0,0.0,2852492.0,0.0,8.690275850784733,0.0
5,2020.0,3353589.0,367923.0,3353589.0,367923.0,10.115585390463584,1.1097831378906402
6,2021.0,3469735.0,471017.0,3469735.0,471017.0,10.449467519365374,1.4185166425012055
7,2022.0,3352800.0,255871.0,3348617.0,255729.0,10.047717534343203,0.7673295445074945
