States,Agegrp,Month,Deaths
Florida,15-24 years,3/1/2021,187
Florida,15-24 years,4/1/2021,163
Florida,15-24 years,5/1/2021,208
Florida,15-24 years,6/1/2021,183
Florida,15-24 years,7/1/2021,219
Florida,15-24 years,8/1/2021,220
Florida,15-24 years,9/1/2021,217
Florida,15-24 years,10/1/2021,215
Florida,15-24 years,11/1/2021,179
Florida,15-24 years,12/1/2021,162
Florida,25-34 years,1/1/2018,359
Florida,25-34 years,2/1/2018,305
Florida,25-34 years,3/1/2018,371
Florida,25-34 years,4/1/2018,325
Florida,25-34 years,5/1/2018,323
Florida,25-34 years,6/1/2018,289
Florida,25-34 years,7/1/2018,341
Florida,25-34 years,8/1/2018,308
Florida,25-34 years,9/1/2018,332
Florida,25-34 years,10/1/2018,318
Florida,25-34 years,11/1/2018,308
Florida,25-34 years,12/1/2018,342
Florida,25-34 years,1/1/2019,307
Florida,25-34 years,2/1/2019,290
Florida,25-34 years,3/1/2019,328
Florida,25-34 years,4/1/2019,325
Florida,25-34 years,5/1/2019,321
Florida,25-34 years,6/1/2019,358
Florida,25-34 years,7/1/2019,381
Florida,25-34 years,8/1/2019,349
Florida,25-34 years,9/1/2019,347
Florida,25-34 years,10/1/2019,365
Florida,25-34 years,11/1/2019,355
Florida,25-34 years,12/1/2019,365
Florida,25-34 years,1/1/2020,338
Florida,25-34 years,2/1/2020,324
Florida,25-34 years,3/1/2020,408
Florida,25-34 years,4/1/2020,408
Florida,25-34 years,5/1/2020,450
Florida,25-34 years,6/1/2020,420
Florida,25-34 years,7/1/2020,435
Florida,25-34 years,8/1/2020,420
Florida,25-34 years,9/1/2020,441
Florida,25-34 years,10/1/2020,399
Florida,25-34 years,11/1/2020,399
Florida,25-34 years,12/1/2020,432
Florida,25-34 years,1/1/2021,460
Florida,25-34 years,2/1/2021,378
Florida,25-34 years,3/1/2021,443
Florida,25-34 years,4/1/2021,441
Florida,25-34 years,5/1/2021,448
Florida,25-34 years,6/1/2021,439
Florida,25-34 years,7/1/2021,491
Florida,25-34 years,8/1/2021,711
Florida,25-34 years,9/1/2021,578
Florida,25-34 years,10/1/2021,483
Florida,25-34 years,11/1/2021,440
Florida,25-34 years,12/1/2021,423
Florida,35-44 years,1/1/2018,467
Florida,35-44 years,2/1/2018,446
Florida,35-44 years,3/1/2018,417
Florida,35-44 years,4/1/2018,459
Florida,35-44 years,5/1/2018,419
Florida,35-44 years,6/1/2018,449
Florida,35-44 years,7/1/2018,452
Florida,35-44 years,8/1/2018,433
Florida,35-44 years,9/1/2018,415
Florida,35-44 years,10/1/2018,456
Florida,35-44 years,11/1/2018,471
Florida,35-44 years,12/1/2018,473
Florida,35-44 years,1/1/2019,471
Florida,35-44 years,2/1/2019,427
Florida,35-44 years,3/1/2019,518
Florida,35-44 years,4/1/2019,470
Florida,35-44 years,5/1/2019,440
Florida,35-44 years,6/1/2019,454
Florida,35-44 years,7/1/2019,433
Florida,35-44 years,8/1/2019,451
Florida,35-44 years,9/1/2019,436
Florida,35-44 years,10/1/2019,524
Florida,35-44 years,11/1/2019,486
Florida,35-44 years,12/1/2019,492
Florida,35-44 years,1/1/2020,530
Florida,35-44 years,2/1/2020,478
Florida,35-44 years,3/1/2020,549
Florida,35-44 years,4/1/2020,551
Florida,35-44 years,5/1/2020,573
Florida,35-44 years,6/1/2020,596
Florida,35-44 years,7/1/2020,705
Florida,35-44 years,8/1/2020,658
Florida,35-44 years,9/1/2020,568
Florida,35-44 years,10/1/2020,588
Florida,35-44 years,11/1/2020,591
Florida,35-44 years,12/1/2020,614
Florida,35-44 years,1/1/2021,638
Florida,35-44 years,2/1/2021,589
Florida,35-44 years,3/1/2021,629
Florida,35-44 years,4/1/2021,666
Florida,35-44 years,5/1/2021,697
Florida,35-44 years,6/1/2021,654
Florida,35-44 years,7/1/2021,738
Florida,35-44 years,8/1/2021,1213
Florida,35-44 years,9/1/2021,1023
Florida,35-44 years,10/1/2021,765
Florida,35-44 years,11/1/2021,624
Florida,35-44 years,12/1/2021,664
Florida,45-54 years,1/1/2018,1028
Florida,45-54 years,2/1/2018,898
Florida,45-54 years,3/1/2018,918
Florida,45-54 years,4/1/2018,945
Florida,45-54 years,5/1/2018,934
Florida,45-54 years,6/1/2018,913
Florida,45-54 years,7/1/2018,895
Florida,45-54 years,8/1/2018,841
Florida,45-54 years,9/1/2018,857
Florida,45-54 years,10/1/2018,921
Florida,45-54 years,11/1/2018,897
Florida,45-54 years,12/1/2018,968
Florida,45-54 years,1/1/2019,970
Florida,45-54 years,2/1/2019,890
Florida,45-54 years,3/1/2019,930
Florida,45-54 years,4/1/2019,883
Florida,45-54 years,5/1/2019,902
Florida,45-54 years,6/1/2019,907
Florida,45-54 years,7/1/2019,916
Florida,45-54 years,8/1/2019,859
Florida,45-54 years,9/1/2019,851
Florida,45-54 years,10/1/2019,886
Florida,45-54 years,11/1/2019,855
Florida,45-54 years,12/1/2019,932
Florida,45-54 years,1/1/2020,981
Florida,45-54 years,2/1/2020,911
Florida,45-54 years,3/1/2020,887
Florida,45-54 years,4/1/2020,1017
Florida,45-54 years,5/1/2020,990
Florida,45-54 years,6/1/2020,1020
Florida,45-54 years,7/1/2020,1144
Florida,45-54 years,8/1/2020,1150
Florida,45-54 years,9/1/2020,1055
Florida,45-54 years,10/1/2020,1021
Florida,45-54 years,11/1/2020,1027
Florida,45-54 years,12/1/2020,1089
Florida,45-54 years,1/1/2021,1105
Florida,45-54 years,2/1/2021,1000
Florida,45-54 years,3/1/2021,1025
Florida,45-54 years,4/1/2021,1047
Florida,45-54 years,5/1/2021,1077
Florida,45-54 years,6/1/2021,1046
Florida,45-54 years,7/1/2021,1208
Florida,45-54 years,8/1/2021,2299
Florida,45-54 years,9/1/2021,1926
Florida,45-54 years,10/1/2021,1309
Florida,45-54 years,11/1/2021,1000
Florida,45-54 years,12/1/2021,1059
Florida,55-64 years,1/1/2018,2368
Florida,55-64 years,2/1/2018,2082
Florida,55-64 years,3/1/2018,2252
Florida,55-64 years,4/1/2018,2057
Florida,55-64 years,5/1/2018,2157
Florida,55-64 years,6/1/2018,2073
Florida,55-64 years,7/1/2018,2200
Florida,55-64 years,8/1/2018,2140
Florida,55-64 years,9/1/2018,2047
Florida,55-64 years,10/1/2018,2114
Florida,55-64 years,11/1/2018,2097
Florida,55-64 years,12/1/2018,2314
Florida,55-64 years,1/1/2019,2283
Florida,55-64 years,2/1/2019,2020
Florida,55-64 years,3/1/2019,2284
Florida,55-64 years,4/1/2019,2191
Florida,55-64 years,5/1/2019,2165
Florida,55-64 years,6/1/2019,2189
Florida,55-64 years,7/1/2019,2140
Florida,55-64 years,8/1/2019,2095
Florida,55-64 years,9/1/2019,2026
Florida,55-64 years,10/1/2019,2084
Florida,55-64 years,11/1/2019,2072
Florida,55-64 years,12/1/2019,2307
Florida,55-64 years,1/1/2020,2274
Florida,55-64 years,2/1/2020,2113
Florida,55-64 years,3/1/2020,2299
Florida,55-64 years,4/1/2020,2298
Florida,55-64 years,5/1/2020,2380
Florida,55-64 years,6/1/2020,2239
Florida,55-64 years,7/1/2020,3001
Florida,55-64 years,8/1/2020,2870
Florida,55-64 years,9/1/2020,2520
Florida,55-64 years,10/1/2020,2431
Florida,55-64 years,11/1/2020,2322
Florida,55-64 years,12/1/2020,2776
Florida,55-64 years,1/1/2021,2811
Florida,55-64 years,2/1/2021,2452
Florida,55-64 years,3/1/2021,2527
Florida,55-64 years,4/1/2021,2408
Florida,55-64 years,5/1/2021,2538
Florida,55-64 years,6/1/2021,2381
Florida,55-64 years,7/1/2021,2822
Florida,55-64 years,8/1/2021,4499
Florida,55-64 years,9/1/2021,4133
Florida,55-64 years,10/1/2021,2763
Florida,55-64 years,11/1/2021,2471
Florida,55-64 years,12/1/2021,2511
Florida,65-74 years,1/1/2018,3780
Florida,65-74 years,2/1/2018,3241
Florida,65-74 years,3/1/2018,3342
Florida,65-74 years,4/1/2018,3295
Florida,65-74 years,5/1/2018,3142
Florida,65-74 years,6/1/2018,3167
Florida,65-74 years,7/1/2018,3094
Florida,65-74 years,8/1/2018,3101
Florida,65-74 years,9/1/2018,3118
Florida,65-74 years,10/1/2018,3173
Florida,65-74 years,11/1/2018,3122
Florida,65-74 years,12/1/2018,3468
Florida,65-74 years,1/1/2019,3410
Florida,65-74 years,2/1/2019,3191
Florida,65-74 years,3/1/2019,3484
Florida,65-74 years,4/1/2019,3320
Florida,65-74 years,5/1/2019,3378
Florida,65-74 years,6/1/2019,3141
Florida,65-74 years,7/1/2019,3371
Florida,65-74 years,8/1/2019,3137
Florida,65-74 years,9/1/2019,3096
Florida,65-74 years,10/1/2019,3212
Florida,65-74 years,11/1/2019,3253
Florida,65-74 years,12/1/2019,3403
Florida,65-74 years,1/1/2020,3684
Florida,65-74 years,2/1/2020,3343
Florida,65-74 years,3/1/2020,3659
Florida,65-74 years,4/1/2020,3633
Florida,65-74 years,5/1/2020,3510
Florida,65-74 years,6/1/2020,3610
Florida,65-74 years,7/1/2020,4579
Florida,65-74 years,8/1/2020,4644
Florida,65-74 years,9/1/2020,3708
Florida,65-74 years,10/1/2020,3665
Florida,65-74 years,11/1/2020,3758
Florida,65-74 years,12/1/2020,4439
Florida,65-74 years,1/1/2021,4869
Florida,65-74 years,2/1/2021,4042
Florida,65-74 years,3/1/2021,3915
Florida,65-74 years,4/1/2021,3908
Florida,65-74 years,5/1/2021,3897
Florida,65-74 years,6/1/2021,3654
Florida,65-74 years,7/1/2021,4155
Florida,65-74 years,8/1/2021,6218
Florida,65-74 years,9/1/2021,5671
Florida,65-74 years,10/1/2021,4353
Florida,65-74 years,11/1/2021,3759
Florida,65-74 years,12/1/2021,4079
Florida,75-84 years,1/1/2018,4898
Florida,75-84 years,2/1/2018,4256
Florida,75-84 years,3/1/2018,4476
Florida,75-84 years,4/1/2018,4038
Florida,75-84 years,5/1/2018,4021
Florida,75-84 years,6/1/2018,3976
Florida,75-84 years,7/1/2018,4098
Florida,75-84 years,8/1/2018,4080
Florida,75-84 years,9/1/2018,4048
Florida,75-84 years,10/1/2018,4185
Florida,75-84 years,11/1/2018,4089
Florida,75-84 years,12/1/2018,4463
Florida,75-84 years,1/1/2019,4594
Florida,75-84 years,2/1/2019,4175
Florida,75-84 years,3/1/2019,4449
Florida,75-84 years,4/1/2019,4339
Florida,75-84 years,5/1/2019,4452
Florida,75-84 years,6/1/2019,4172
Florida,75-84 years,7/1/2019,4217
Florida,75-84 years,8/1/2019,4143
Florida,75-84 years,9/1/2019,3997
Florida,75-84 years,10/1/2019,4261
Florida,75-84 years,11/1/2019,4394
Florida,75-84 years,12/1/2019,4605
Florida,75-84 years,1/1/2020,4731
Florida,75-84 years,2/1/2020,4467
Florida,75-84 years,3/1/2020,4876
Florida,75-84 years,4/1/2020,4754
Florida,75-84 years,5/1/2020,4669
Florida,75-84 years,6/1/2020,4516
Florida,75-84 years,7/1/2020,6148
Florida,75-84 years,8/1/2020,6078
Florida,75-84 years,9/1/2020,4927
Florida,75-84 years,10/1/2020,4933
Florida,75-84 years,11/1/2020,4973
Florida,75-84 years,12/1/2020,5893
Florida,75-84 years,1/1/2021,6560
Florida,75-84 years,2/1/2021,5274
Florida,75-84 years,3/1/2021,5239
Florida,75-84 years,4/1/2021,4878
Florida,75-84 years,5/1/2021,5034
Florida,75-84 years,6/1/2021,4779
Florida,75-84 years,7/1/2021,5189
Florida,75-84 years,8/1/2021,7152
Florida,75-84 years,9/1/2021,6404
Florida,75-84 years,10/1/2021,5169
Florida,75-84 years,11/1/2021,4814
Florida,75-84 years,12/1/2021,5151
Florida,85+ years,1/1/2018,6816
Florida,85+ years,2/1/2018,5680
Florida,85+ years,3/1/2018,5943
Florida,85+ years,4/1/2018,5380
Florida,85+ years,5/1/2018,5417
Florida,85+ years,6/1/2018,5099
Florida,85+ years,7/1/2018,5223
Florida,85+ years,8/1/2018,5123
Florida,85+ years,9/1/2018,5012
Florida,85+ years,10/1/2018,5260
Florida,85+ years,11/1/2018,5172
Florida,85+ years,12/1/2018,5687
Florida,85+ years,1/1/2019,5786
Florida,85+ years,2/1/2019,5364
Florida,85+ years,3/1/2019,5800
Florida,85+ years,4/1/2019,5595
Florida,85+ years,5/1/2019,5618
Florida,85+ years,6/1/2019,5206
Florida,85+ years,7/1/2019,5386
Florida,85+ years,8/1/2019,5215
Florida,85+ years,9/1/2019,5066
Florida,85+ years,10/1/2019,5243
Florida,85+ years,11/1/2019,5392
Florida,85+ years,12/1/2019,6086
Florida,85+ years,1/1/2020,6125
Florida,85+ years,2/1/2020,5674
Florida,85+ years,3/1/2020,6026
Florida,85+ years,4/1/2020,5883
Florida,85+ years,5/1/2020,5880
Florida,85+ years,6/1/2020,5801
Florida,85+ years,7/1/2020,7409
Florida,85+ years,8/1/2020,7305
Florida,85+ years,9/1/2020,5915
Florida,85+ years,10/1/2020,5946
Florida,85+ years,11/1/2020,5811
Florida,85+ years,12/1/2020,7058
Florida,85+ years,1/1/2021,7578
Florida,85+ years,2/1/2021,6298
Florida,85+ years,3/1/2021,5956
Florida,85+ years,4/1/2021,5644
Florida,85+ years,5/1/2021,5722
Florida,85+ years,6/1/2021,5503
Florida,85+ years,7/1/2021,5988
Florida,85+ years,8/1/2021,7614
Florida,85+ years,9/1/2021,6798
Florida,85+ years,10/1/2021,6135
Florida,85+ years,11/1/2021,5724
Florida,85+ years,12/1/2021,5972
Georgia,< 1 year,1/1/2018,83
Georgia,< 1 year,2/1/2018,73
Georgia,< 1 year,3/1/2018,71
Georgia,< 1 year,4/1/2018,70
Georgia,< 1 year,5/1/2018,78
Georgia,< 1 year,6/1/2018,74
Georgia,< 1 year,7/1/2018,83
Georgia,< 1 year,8/1/2018,53
Georgia,< 1 year,9/1/2018,75
Georgia,< 1 year,10/1/2018,73
Georgia,< 1 year,11/1/2018,76
Georgia,< 1 year,12/1/2018,79
Georgia,< 1 year,1/1/2019,67
Georgia,< 1 year,2/1/2019,71
Georgia,< 1 year,3/1/2019,83
Georgia,< 1 year,4/1/2019,59
Georgia,< 1 year,5/1/2019,71
Georgia,< 1 year,6/1/2019,73
Georgia,< 1 year,7/1/2019,76
Georgia,< 1 year,8/1/2019,70
Georgia,< 1 year,9/1/2019,90
Georgia,< 1 year,10/1/2019,75
Georgia,< 1 year,11/1/2019,77
Georgia,< 1 year,12/1/2019,76
Georgia,< 1 year,1/1/2020,65
Georgia,< 1 year,2/1/2020,76
Georgia,< 1 year,3/1/2020,64
Georgia,< 1 year,4/1/2020,53
Georgia,< 1 year,5/1/2020,62
Georgia,< 1 year,6/1/2020,63
Georgia,< 1 year,7/1/2020,77
Georgia,< 1 year,8/1/2020,74
Georgia,< 1 year,9/1/2020,58
Georgia,< 1 year,10/1/2020,41
Georgia,< 1 year,11/1/2020,61
Georgia,< 1 year,12/1/2020,71
Georgia,< 1 year,1/1/2021,46
Georgia,< 1 year,2/1/2021,66
Georgia,< 1 year,3/1/2021,57
Georgia,< 1 year,4/1/2021,75
Georgia,< 1 year,5/1/2021,72
Georgia,< 1 year,6/1/2021,79
Georgia,< 1 year,7/1/2021,66
Georgia,< 1 year,8/1/2021,65
Georgia,< 1 year,9/1/2021,53
Georgia,< 1 year,10/1/2021,61
Georgia,< 1 year,11/1/2021,54
Georgia,< 1 year,12/1/2021,76
Georgia,1-4 years,1/1/2018,13
Georgia,1-4 years,4/1/2018,14
Georgia,1-4 years,5/1/2018,15
Georgia,1-4 years,6/1/2018,18
Georgia,1-4 years,7/1/2018,10
Georgia,1-4 years,8/1/2018,18
Georgia,1-4 years,11/1/2018,14
Georgia,1-4 years,12/1/2018,13
Georgia,1-4 years,1/1/2019,17
Georgia,1-4 years,2/1/2019,12
Georgia,1-4 years,3/1/2019,11
Georgia,1-4 years,4/1/2019,12
Georgia,1-4 years,5/1/2019,18
Georgia,1-4 years,6/1/2019,15
Georgia,1-4 years,7/1/2019,10
Georgia,1-4 years,9/1/2019,17
Georgia,1-4 years,10/1/2019,14
Georgia,1-4 years,11/1/2019,14
Georgia,1-4 years,12/1/2019,15
Georgia,1-4 years,1/1/2020,13
Georgia,1-4 years,2/1/2020,19
Georgia,1-4 years,3/1/2020,24
Georgia,1-4 years,6/1/2020,14
Georgia,1-4 years,7/1/2020,20
Georgia,1-4 years,8/1/2020,12
Georgia,1-4 years,10/1/2020,10
Georgia,1-4 years,12/1/2020,14
Georgia,1-4 years,2/1/2021,17
Georgia,1-4 years,3/1/2021,15
Georgia,1-4 years,4/1/2021,13
Georgia,1-4 years,5/1/2021,12
Georgia,1-4 years,6/1/2021,11
Georgia,1-4 years,7/1/2021,12
Georgia,1-4 years,8/1/2021,17
Georgia,1-4 years,9/1/2021,14
Georgia,1-4 years,10/1/2021,14
Georgia,1-4 years,11/1/2021,19
Georgia,1-4 years,12/1/2021,15
Georgia,5-14 years,1/1/2018,19
Georgia,5-14 years,2/1/2018,15
Georgia,5-14 years,3/1/2018,25
Georgia,5-14 years,4/1/2018,13
Georgia,5-14 years,5/1/2018,20
Georgia,5-14 years,6/1/2018,16
Georgia,5-14 years,7/1/2018,10
Georgia,5-14 years,8/1/2018,16
Georgia,5-14 years,9/1/2018,18
Georgia,5-14 years,10/1/2018,21
Georgia,5-14 years,11/1/2018,20
Georgia,5-14 years,12/1/2018,15
Georgia,5-14 years,1/1/2019,28
Georgia,5-14 years,2/1/2019,11
Georgia,5-14 years,3/1/2019,19
Georgia,5-14 years,4/1/2019,14
Georgia,5-14 years,5/1/2019,19
Georgia,5-14 years,6/1/2019,24
Georgia,5-14 years,7/1/2019,13
Georgia,5-14 years,8/1/2019,11
Georgia,5-14 years,9/1/2019,26
Georgia,5-14 years,10/1/2019,24
Georgia,5-14 years,11/1/2019,16
Georgia,5-14 years,12/1/2019,18
Georgia,5-14 years,1/1/2020,20
Georgia,5-14 years,2/1/2020,22
Georgia,5-14 years,3/1/2020,17
Georgia,5-14 years,4/1/2020,20
Georgia,5-14 years,5/1/2020,16
Georgia,5-14 years,6/1/2020,32
Georgia,5-14 years,7/1/2020,21
Georgia,5-14 years,8/1/2020,17
Georgia,5-14 years,9/1/2020,11
Georgia,5-14 years,10/1/2020,22
Georgia,5-14 years,11/1/2020,25
Georgia,5-14 years,12/1/2020,22
Georgia,5-14 years,1/1/2021,25
Georgia,5-14 years,2/1/2021,19
Georgia,5-14 years,3/1/2021,21
Georgia,5-14 years,4/1/2021,19
Georgia,5-14 years,5/1/2021,19
Georgia,5-14 years,6/1/2021,24
Georgia,5-14 years,7/1/2021,20
Georgia,5-14 years,8/1/2021,24
Georgia,5-14 years,9/1/2021,23
Georgia,5-14 years,10/1/2021,20
Georgia,5-14 years,11/1/2021,22
Georgia,5-14 years,12/1/2021,22
Georgia,15-24 years,1/1/2018,94
Georgia,15-24 years,2/1/2018,78
Georgia,15-24 years,3/1/2018,100
Georgia,15-24 years,4/1/2018,81
Georgia,15-24 years,5/1/2018,103
Georgia,15-24 years,6/1/2018,100
Georgia,15-24 years,7/1/2018,86
Georgia,15-24 years,8/1/2018,90
Georgia,15-24 years,9/1/2018,85
Georgia,15-24 years,10/1/2018,104
Georgia,15-24 years,11/1/2018,85
Georgia,15-24 years,12/1/2018,90
Georgia,15-24 years,1/1/2019,106
Georgia,15-24 years,2/1/2019,66
Georgia,15-24 years,3/1/2019,106
Georgia,15-24 years,4/1/2019,95
Georgia,15-24 years,5/1/2019,83
Georgia,15-24 years,6/1/2019,82
Georgia,15-24 years,7/1/2019,92
Georgia,15-24 years,8/1/2019,97
Georgia,15-24 years,9/1/2019,101
Georgia,15-24 years,10/1/2019,82
Georgia,15-24 years,11/1/2019,93
Georgia,15-24 years,12/1/2019,73
Georgia,15-24 years,1/1/2020,92
Georgia,15-24 years,2/1/2020,107
Georgia,15-24 years,3/1/2020,95
Georgia,15-24 years,4/1/2020,96
Georgia,15-24 years,5/1/2020,90
Georgia,15-24 years,6/1/2020,113
Georgia,15-24 years,7/1/2020,122
Georgia,15-24 years,8/1/2020,124
Georgia,15-24 years,9/1/2020,120
Georgia,15-24 years,10/1/2020,116
Georgia,15-24 years,11/1/2020,114
Georgia,15-24 years,12/1/2020,114
Georgia,15-24 years,1/1/2021,93
Georgia,15-24 years,2/1/2021,98
Georgia,15-24 years,3/1/2021,121
Georgia,15-24 years,4/1/2021,126
Georgia,15-24 years,5/1/2021,145
Georgia,15-24 years,6/1/2021,134
Georgia,15-24 years,7/1/2021,129
Georgia,15-24 years,8/1/2021,141
Georgia,15-24 years,9/1/2021,148
Georgia,15-24 years,10/1/2021,149
Georgia,15-24 years,11/1/2021,119
Georgia,15-24 years,12/1/2021,121
Georgia,25-34 years,1/1/2018,170
Georgia,25-34 years,2/1/2018,145
Georgia,25-34 years,3/1/2018,180
Georgia,25-34 years,4/1/2018,140
Georgia,25-34 years,5/1/2018,169
Georgia,25-34 years,6/1/2018,177
Georgia,25-34 years,7/1/2018,165
Georgia,25-34 years,8/1/2018,141
Georgia,25-34 years,9/1/2018,143
Georgia,25-34 years,10/1/2018,161
Georgia,25-34 years,11/1/2018,146
Georgia,25-34 years,12/1/2018,193
Georgia,25-34 years,1/1/2019,154
Georgia,25-34 years,2/1/2019,125
Georgia,25-34 years,3/1/2019,152
Georgia,25-34 years,4/1/2019,171
Georgia,25-34 years,5/1/2019,180
Georgia,25-34 years,6/1/2019,156
Georgia,25-34 years,7/1/2019,186
Georgia,25-34 years,8/1/2019,163
Georgia,25-34 years,9/1/2019,151
Georgia,25-34 years,10/1/2019,144
Georgia,25-34 years,11/1/2019,163
Georgia,25-34 years,12/1/2019,166
Georgia,25-34 years,1/1/2020,167
Georgia,25-34 years,2/1/2020,155
Georgia,25-34 years,3/1/2020,176
Georgia,25-34 years,4/1/2020,202
Georgia,25-34 years,5/1/2020,218
Georgia,25-34 years,6/1/2020,213
Georgia,25-34 years,7/1/2020,280
Georgia,25-34 years,8/1/2020,236
Georgia,25-34 years,9/1/2020,196
Georgia,25-34 years,10/1/2020,212
Georgia,25-34 years,11/1/2020,207
Georgia,25-34 years,12/1/2020,212
Georgia,25-34 years,1/1/2021,260
Georgia,25-34 years,2/1/2021,201
Georgia,25-34 years,3/1/2021,209
Georgia,25-34 years,4/1/2021,234
Georgia,25-34 years,5/1/2021,243
Georgia,25-34 years,6/1/2021,243
Georgia,25-34 years,7/1/2021,241
Georgia,25-34 years,8/1/2021,330
Georgia,25-34 years,9/1/2021,335
Georgia,25-34 years,10/1/2021,264
Georgia,25-34 years,11/1/2021,234
Georgia,25-34 years,12/1/2021,247
Georgia,35-44 years,1/1/2018,239
Georgia,35-44 years,2/1/2018,221
Georgia,35-44 years,3/1/2018,224
Georgia,35-44 years,4/1/2018,248
Georgia,35-44 years,5/1/2018,259
Georgia,35-44 years,6/1/2018,232
Georgia,35-44 years,7/1/2018,252
Georgia,35-44 years,8/1/2018,237
Georgia,35-44 years,9/1/2018,246
Georgia,35-44 years,10/1/2018,238
Georgia,35-44 years,11/1/2018,243
Georgia,35-44 years,12/1/2018,236
Georgia,35-44 years,1/1/2019,238
Georgia,35-44 years,2/1/2019,208
Georgia,35-44 years,3/1/2019,260
Georgia,35-44 years,4/1/2019,229
Georgia,35-44 years,5/1/2019,271
Georgia,35-44 years,6/1/2019,232
Georgia,35-44 years,7/1/2019,262
Georgia,35-44 years,8/1/2019,257
Georgia,35-44 years,9/1/2019,244
Georgia,35-44 years,10/1/2019,262
Georgia,35-44 years,11/1/2019,210
Georgia,35-44 years,12/1/2019,239
Georgia,35-44 years,1/1/2020,249
Georgia,35-44 years,2/1/2020,237
Georgia,35-44 years,3/1/2020,285
Georgia,35-44 years,4/1/2020,297
Georgia,35-44 years,5/1/2020,326
Georgia,35-44 years,6/1/2020,294
Georgia,35-44 years,7/1/2020,388
Georgia,35-44 years,8/1/2020,363
Georgia,35-44 years,9/1/2020,288
Georgia,35-44 years,10/1/2020,329
Georgia,35-44 years,11/1/2020,298
Georgia,35-44 years,12/1/2020,316
Georgia,35-44 years,1/1/2021,399
Georgia,35-44 years,2/1/2021,334
Georgia,35-44 years,3/1/2021,298
Georgia,35-44 years,4/1/2021,302
Georgia,35-44 years,5/1/2021,348
Georgia,35-44 years,6/1/2021,292
Georgia,35-44 years,7/1/2021,335
Georgia,35-44 years,8/1/2021,538
Georgia,35-44 years,9/1/2021,611
Georgia,35-44 years,10/1/2021,409
Georgia,35-44 years,11/1/2021,351
Georgia,35-44 years,12/1/2021,397
Georgia,45-54 years,1/1/2018,603
Georgia,45-54 years,2/1/2018,454
Georgia,45-54 years,3/1/2018,508
Georgia,45-54 years,4/1/2018,523
Georgia,45-54 years,5/1/2018,524
Georgia,45-54 years,6/1/2018,449
Georgia,45-54 years,7/1/2018,445
Georgia,45-54 years,8/1/2018,522
Georgia,45-54 years,9/1/2018,484
Georgia,45-54 years,10/1/2018,489
Georgia,45-54 years,11/1/2018,479
Georgia,45-54 years,12/1/2018,551
Georgia,45-54 years,1/1/2019,509
Georgia,45-54 years,2/1/2019,496
Georgia,45-54 years,3/1/2019,535
Georgia,45-54 years,4/1/2019,507
Georgia,45-54 years,5/1/2019,512
Georgia,45-54 years,6/1/2019,446
Georgia,45-54 years,7/1/2019,504
Georgia,45-54 years,8/1/2019,447
Georgia,45-54 years,9/1/2019,480
Georgia,45-54 years,10/1/2019,472
Georgia,45-54 years,11/1/2019,506
Georgia,45-54 years,12/1/2019,539
Georgia,45-54 years,1/1/2020,544
Georgia,45-54 years,2/1/2020,507
Georgia,45-54 years,3/1/2020,522
Georgia,45-54 years,4/1/2020,566
Georgia,45-54 years,5/1/2020,600
Georgia,45-54 years,6/1/2020,560
Georgia,45-54 years,7/1/2020,654
Georgia,45-54 years,8/1/2020,665
Georgia,45-54 years,9/1/2020,612
Georgia,45-54 years,10/1/2020,582
Georgia,45-54 years,11/1/2020,549
Georgia,45-54 years,12/1/2020,700
Georgia,45-54 years,1/1/2021,819
Georgia,45-54 years,2/1/2021,646
Georgia,45-54 years,3/1/2021,621
Georgia,45-54 years,4/1/2021,610
Georgia,45-54 years,5/1/2021,603
Georgia,45-54 years,6/1/2021,557
Georgia,45-54 years,7/1/2021,547
Georgia,45-54 years,8/1/2021,985
Georgia,45-54 years,9/1/2021,1101
Georgia,45-54 years,10/1/2021,820
Georgia,45-54 years,11/1/2021,599
Georgia,45-54 years,12/1/2021,641
Georgia,55-64 years,1/1/2018,1317
Georgia,55-64 years,2/1/2018,1033
Georgia,55-64 years,3/1/2018,1133
Georgia,55-64 years,4/1/2018,1053
Georgia,55-64 years,5/1/2018,1084
Georgia,55-64 years,6/1/2018,1040
Georgia,55-64 years,7/1/2018,1003
Georgia,55-64 years,8/1/2018,1050
Georgia,55-64 years,9/1/2018,1008
Georgia,55-64 years,10/1/2018,1077
Georgia,55-64 years,11/1/2018,1026
Georgia,55-64 years,12/1/2018,1138
Georgia,55-64 years,1/1/2019,1141
Georgia,55-64 years,2/1/2019,1011
Georgia,55-64 years,3/1/2019,1200
Georgia,55-64 years,4/1/2019,1067
Georgia,55-64 years,5/1/2019,1133
Georgia,55-64 years,6/1/2019,1052
Georgia,55-64 years,7/1/2019,1069
Georgia,55-64 years,8/1/2019,1028
Georgia,55-64 years,9/1/2019,1001
Georgia,55-64 years,10/1/2019,1072
Georgia,55-64 years,11/1/2019,1144
Georgia,55-64 years,12/1/2019,1192
Georgia,55-64 years,1/1/2020,1222
Georgia,55-64 years,2/1/2020,1149
Georgia,55-64 years,3/1/2020,1230
Georgia,55-64 years,4/1/2020,1309
Georgia,55-64 years,5/1/2020,1220
Georgia,55-64 years,6/1/2020,1217
Georgia,55-64 years,7/1/2020,1403
Georgia,55-64 years,8/1/2020,1461
Georgia,55-64 years,9/1/2020,1333
Georgia,55-64 years,10/1/2020,1313
