States,Agegrp,Month,Deaths
Maryland,45-54 years,10/1/2018,272
Maryland,45-54 years,11/1/2018,284
Maryland,45-54 years,12/1/2018,318
Maryland,45-54 years,1/1/2019,262
Maryland,45-54 years,2/1/2019,224
Maryland,45-54 years,3/1/2019,278
Maryland,45-54 years,4/1/2019,248
Maryland,45-54 years,5/1/2019,276
Maryland,45-54 years,6/1/2019,256
Maryland,45-54 years,7/1/2019,273
Maryland,45-54 years,8/1/2019,261
Maryland,45-54 years,9/1/2019,235
Maryland,45-54 years,10/1/2019,240
Maryland,45-54 years,11/1/2019,254
Maryland,45-54 years,12/1/2019,269
Maryland,45-54 years,1/1/2020,243
Maryland,45-54 years,2/1/2020,228
Maryland,45-54 years,3/1/2020,227
Maryland,45-54 years,4/1/2020,349
Maryland,45-54 years,5/1/2020,377
Maryland,45-54 years,6/1/2020,317
Maryland,45-54 years,7/1/2020,271
Maryland,45-54 years,8/1/2020,319
Maryland,45-54 years,9/1/2020,270
Maryland,45-54 years,10/1/2020,310
Maryland,45-54 years,11/1/2020,294
Maryland,45-54 years,12/1/2020,355
Maryland,45-54 years,1/1/2021,336
Maryland,45-54 years,2/1/2021,287
Maryland,45-54 years,3/1/2021,313
Maryland,45-54 years,4/1/2021,315
Maryland,45-54 years,5/1/2021,285
Maryland,45-54 years,6/1/2021,279
Maryland,45-54 years,7/1/2021,260
Maryland,45-54 years,8/1/2021,289
Maryland,45-54 years,9/1/2021,288
Maryland,45-54 years,10/1/2021,357
Maryland,45-54 years,11/1/2021,246
Maryland,45-54 years,12/1/2021,319
Maryland,55-64 years,1/1/2018,581
Maryland,55-64 years,2/1/2018,573
Maryland,55-64 years,3/1/2018,587
Maryland,55-64 years,4/1/2018,531
Maryland,55-64 years,5/1/2018,579
Maryland,55-64 years,6/1/2018,584
Maryland,55-64 years,7/1/2018,558
Maryland,55-64 years,8/1/2018,507
Maryland,55-64 years,9/1/2018,535
Maryland,55-64 years,10/1/2018,588
Maryland,55-64 years,11/1/2018,598
Maryland,55-64 years,12/1/2018,595
Maryland,55-64 years,1/1/2019,592
Maryland,55-64 years,2/1/2019,587
Maryland,55-64 years,3/1/2019,667
Maryland,55-64 years,4/1/2019,579
Maryland,55-64 years,5/1/2019,552
Maryland,55-64 years,6/1/2019,526
Maryland,55-64 years,7/1/2019,588
Maryland,55-64 years,8/1/2019,553
Maryland,55-64 years,9/1/2019,513
Maryland,55-64 years,10/1/2019,546
Maryland,55-64 years,11/1/2019,615
Maryland,55-64 years,12/1/2019,605
Maryland,55-64 years,1/1/2020,613
Maryland,55-64 years,2/1/2020,547
Maryland,55-64 years,3/1/2020,641
Maryland,55-64 years,4/1/2020,832
Maryland,55-64 years,5/1/2020,836
Maryland,55-64 years,6/1/2020,693
Maryland,55-64 years,7/1/2020,686
Maryland,55-64 years,8/1/2020,643
Maryland,55-64 years,9/1/2020,590
Maryland,55-64 years,10/1/2020,620
Maryland,55-64 years,11/1/2020,674
Maryland,55-64 years,12/1/2020,752
Maryland,55-64 years,1/1/2021,775
Maryland,55-64 years,2/1/2021,645
Maryland,55-64 years,3/1/2021,746
Maryland,55-64 years,4/1/2021,708
Maryland,55-64 years,5/1/2021,698
Maryland,55-64 years,6/1/2021,574
Maryland,55-64 years,7/1/2021,615
Maryland,55-64 years,8/1/2021,622
Maryland,55-64 years,9/1/2021,683
Maryland,55-64 years,10/1/2021,647
Maryland,55-64 years,11/1/2021,644
Maryland,55-64 years,12/1/2021,789
Maryland,65-74 years,1/1/2018,870
Maryland,65-74 years,2/1/2018,749
Maryland,65-74 years,3/1/2018,820
Maryland,65-74 years,4/1/2018,756
Maryland,65-74 years,5/1/2018,736
Maryland,65-74 years,6/1/2018,709
Maryland,65-74 years,7/1/2018,797
Maryland,65-74 years,8/1/2018,713
Maryland,65-74 years,9/1/2018,706
Maryland,65-74 years,10/1/2018,764
Maryland,65-74 years,11/1/2018,813
Maryland,65-74 years,12/1/2018,854
Maryland,65-74 years,1/1/2019,886
Maryland,65-74 years,2/1/2019,789
Maryland,65-74 years,3/1/2019,845
Maryland,65-74 years,4/1/2019,819
Maryland,65-74 years,5/1/2019,801
Maryland,65-74 years,6/1/2019,750
Maryland,65-74 years,7/1/2019,728
Maryland,65-74 years,8/1/2019,797
Maryland,65-74 years,9/1/2019,704
Maryland,65-74 years,10/1/2019,812
Maryland,65-74 years,11/1/2019,864
Maryland,65-74 years,12/1/2019,885
Maryland,65-74 years,1/1/2020,901
Maryland,65-74 years,2/1/2020,820
Maryland,65-74 years,3/1/2020,938
Maryland,65-74 years,4/1/2020,1152
Maryland,65-74 years,5/1/2020,1158
Maryland,65-74 years,6/1/2020,929
Maryland,65-74 years,7/1/2020,939
Maryland,65-74 years,8/1/2020,832
Maryland,65-74 years,9/1/2020,876
Maryland,65-74 years,10/1/2020,914
Maryland,65-74 years,11/1/2020,994
Maryland,65-74 years,12/1/2020,1200
Maryland,65-74 years,1/1/2021,1211
Maryland,65-74 years,2/1/2021,1018
Maryland,65-74 years,3/1/2021,1006
Maryland,65-74 years,4/1/2021,956
Maryland,65-74 years,5/1/2021,915
Maryland,65-74 years,6/1/2021,851
Maryland,65-74 years,7/1/2021,833
Maryland,65-74 years,8/1/2021,902
Maryland,65-74 years,9/1/2021,962
Maryland,65-74 years,10/1/2021,988
Maryland,65-74 years,11/1/2021,943
Maryland,65-74 years,12/1/2021,1107
Maryland,75-84 years,1/1/2018,1154
Maryland,75-84 years,2/1/2018,1024
Maryland,75-84 years,3/1/2018,981
Maryland,75-84 years,4/1/2018,963
Maryland,75-84 years,5/1/2018,901
Maryland,75-84 years,6/1/2018,870
Maryland,75-84 years,7/1/2018,922
Maryland,75-84 years,8/1/2018,943
Maryland,75-84 years,9/1/2018,824
Maryland,75-84 years,10/1/2018,969
Maryland,75-84 years,11/1/2018,941
Maryland,75-84 years,12/1/2018,1062
Maryland,75-84 years,1/1/2019,1042
Maryland,75-84 years,2/1/2019,945
Maryland,75-84 years,3/1/2019,1051
Maryland,75-84 years,4/1/2019,968
Maryland,75-84 years,5/1/2019,964
Maryland,75-84 years,6/1/2019,926
Maryland,75-84 years,7/1/2019,937
Maryland,75-84 years,8/1/2019,899
Maryland,75-84 years,9/1/2019,886
Maryland,75-84 years,10/1/2019,1000
Maryland,75-84 years,11/1/2019,996
Maryland,75-84 years,12/1/2019,1027
Maryland,75-84 years,1/1/2020,1094
Maryland,75-84 years,2/1/2020,1034
Maryland,75-84 years,3/1/2020,1100
Maryland,75-84 years,4/1/2020,1488
Maryland,75-84 years,5/1/2020,1436
Maryland,75-84 years,6/1/2020,1041
Maryland,75-84 years,7/1/2020,1037
Maryland,75-84 years,8/1/2020,992
Maryland,75-84 years,9/1/2020,1039
Maryland,75-84 years,10/1/2020,1100
Maryland,75-84 years,11/1/2020,1107
Maryland,75-84 years,12/1/2020,1501
Maryland,75-84 years,1/1/2021,1468
Maryland,75-84 years,2/1/2021,1191
Maryland,75-84 years,3/1/2021,1149
Maryland,75-84 years,4/1/2021,1108
Maryland,75-84 years,5/1/2021,1066
Maryland,75-84 years,6/1/2021,919
Maryland,75-84 years,7/1/2021,934
Maryland,75-84 years,8/1/2021,1022
Maryland,75-84 years,9/1/2021,1107
Maryland,75-84 years,10/1/2021,1179
Maryland,75-84 years,11/1/2021,1166
Maryland,75-84 years,12/1/2021,1311
Maryland,85+ years,1/1/2018,1645
Maryland,85+ years,2/1/2018,1309
Maryland,85+ years,3/1/2018,1412
Maryland,85+ years,4/1/2018,1179
Maryland,85+ years,5/1/2018,1190
Maryland,85+ years,6/1/2018,1184
Maryland,85+ years,7/1/2018,1162
Maryland,85+ years,8/1/2018,1228
Maryland,85+ years,9/1/2018,1179
Maryland,85+ years,10/1/2018,1309
Maryland,85+ years,11/1/2018,1292
Maryland,85+ years,12/1/2018,1451
Maryland,85+ years,1/1/2019,1459
Maryland,85+ years,2/1/2019,1252
Maryland,85+ years,3/1/2019,1424
Maryland,85+ years,4/1/2019,1291
Maryland,85+ years,5/1/2019,1227
Maryland,85+ years,6/1/2019,1137
Maryland,85+ years,7/1/2019,1148
Maryland,85+ years,8/1/2019,1151
Maryland,85+ years,9/1/2019,1176
Maryland,85+ years,10/1/2019,1300
Maryland,85+ years,11/1/2019,1356
Maryland,85+ years,12/1/2019,1359
Maryland,85+ years,1/1/2020,1428
Maryland,85+ years,2/1/2020,1287
Maryland,85+ years,3/1/2020,1483
Maryland,85+ years,4/1/2020,1880
Maryland,85+ years,5/1/2020,1776
Maryland,85+ years,6/1/2020,1352
Maryland,85+ years,7/1/2020,1275
Maryland,85+ years,8/1/2020,1348
Maryland,85+ years,9/1/2020,1252
Maryland,85+ years,10/1/2020,1428
Maryland,85+ years,11/1/2020,1504
Maryland,85+ years,12/1/2020,1857
Maryland,85+ years,1/1/2021,1852
Maryland,85+ years,2/1/2021,1452
Maryland,85+ years,3/1/2021,1362
Maryland,85+ years,4/1/2021,1239
Maryland,85+ years,5/1/2021,1242
Maryland,85+ years,6/1/2021,1096
Maryland,85+ years,7/1/2021,1149
Maryland,85+ years,8/1/2021,1201
Maryland,85+ years,9/1/2021,1303
Maryland,85+ years,10/1/2021,1373
Maryland,85+ years,11/1/2021,1339
Maryland,85+ years,12/1/2021,1530
Massachusetts,< 1 year,1/1/2018,22
Massachusetts,< 1 year,2/1/2018,19
Massachusetts,< 1 year,3/1/2018,20
Massachusetts,< 1 year,4/1/2018,26
Massachusetts,< 1 year,5/1/2018,30
Massachusetts,< 1 year,6/1/2018,18
Massachusetts,< 1 year,7/1/2018,15
Massachusetts,< 1 year,8/1/2018,28
Massachusetts,< 1 year,9/1/2018,28
Massachusetts,< 1 year,10/1/2018,29
Massachusetts,< 1 year,11/1/2018,28
Massachusetts,< 1 year,12/1/2018,27
Massachusetts,< 1 year,1/1/2019,19
Massachusetts,< 1 year,2/1/2019,18
Massachusetts,< 1 year,3/1/2019,23
Massachusetts,< 1 year,4/1/2019,24
Massachusetts,< 1 year,5/1/2019,21
Massachusetts,< 1 year,6/1/2019,20
Massachusetts,< 1 year,7/1/2019,21
Massachusetts,< 1 year,8/1/2019,21
Massachusetts,< 1 year,9/1/2019,24
Massachusetts,< 1 year,10/1/2019,12
Massachusetts,< 1 year,11/1/2019,29
Massachusetts,< 1 year,12/1/2019,22
Massachusetts,< 1 year,1/1/2020,28
Massachusetts,< 1 year,2/1/2020,21
Massachusetts,< 1 year,3/1/2020,22
Massachusetts,< 1 year,4/1/2020,20
Massachusetts,< 1 year,5/1/2020,23
Massachusetts,< 1 year,6/1/2020,18
Massachusetts,< 1 year,7/1/2020,24
Massachusetts,< 1 year,8/1/2020,23
Massachusetts,< 1 year,9/1/2020,22
Massachusetts,< 1 year,10/1/2020,20
Massachusetts,< 1 year,11/1/2020,11
Massachusetts,< 1 year,12/1/2020,29
Massachusetts,< 1 year,1/1/2021,23
Massachusetts,< 1 year,2/1/2021,11
Massachusetts,< 1 year,3/1/2021,14
Massachusetts,< 1 year,4/1/2021,19
Massachusetts,< 1 year,5/1/2021,18
Massachusetts,< 1 year,6/1/2021,20
Massachusetts,< 1 year,7/1/2021,28
Massachusetts,< 1 year,8/1/2021,21
Massachusetts,< 1 year,9/1/2021,21
Massachusetts,< 1 year,10/1/2021,22
Massachusetts,< 1 year,11/1/2021,17
Massachusetts,< 1 year,12/1/2021,14
Massachusetts,5-14 years,12/1/2019,10
Massachusetts,15-24 years,1/1/2018,36
Massachusetts,15-24 years,2/1/2018,29
Massachusetts,15-24 years,3/1/2018,27
Massachusetts,15-24 years,4/1/2018,27
Massachusetts,15-24 years,5/1/2018,46
Massachusetts,15-24 years,6/1/2018,46
Massachusetts,15-24 years,7/1/2018,34
Massachusetts,15-24 years,8/1/2018,37
Massachusetts,15-24 years,9/1/2018,34
Massachusetts,15-24 years,10/1/2018,24
Massachusetts,15-24 years,11/1/2018,39
Massachusetts,15-24 years,12/1/2018,36
Massachusetts,15-24 years,1/1/2019,33
Massachusetts,15-24 years,2/1/2019,32
Massachusetts,15-24 years,3/1/2019,31
Massachusetts,15-24 years,4/1/2019,30
Massachusetts,15-24 years,5/1/2019,24
Massachusetts,15-24 years,6/1/2019,42
Massachusetts,15-24 years,7/1/2019,41
Massachusetts,15-24 years,8/1/2019,29
Massachusetts,15-24 years,9/1/2019,26
Massachusetts,15-24 years,10/1/2019,37
Massachusetts,15-24 years,11/1/2019,26
Massachusetts,15-24 years,12/1/2019,39
Massachusetts,15-24 years,1/1/2020,37
Massachusetts,15-24 years,2/1/2020,38
Massachusetts,15-24 years,3/1/2020,32
Massachusetts,15-24 years,4/1/2020,33
Massachusetts,15-24 years,5/1/2020,43
Massachusetts,15-24 years,6/1/2020,31
Massachusetts,15-24 years,7/1/2020,46
Massachusetts,15-24 years,8/1/2020,32
Massachusetts,15-24 years,9/1/2020,40
Massachusetts,15-24 years,10/1/2020,38
Massachusetts,15-24 years,11/1/2020,28
Massachusetts,15-24 years,12/1/2020,38
Massachusetts,15-24 years,1/1/2021,37
Massachusetts,15-24 years,2/1/2021,33
Massachusetts,15-24 years,3/1/2021,30
Massachusetts,15-24 years,4/1/2021,35
Massachusetts,15-24 years,5/1/2021,46
Massachusetts,15-24 years,6/1/2021,28
Massachusetts,15-24 years,7/1/2021,29
Massachusetts,15-24 years,8/1/2021,48
Massachusetts,15-24 years,9/1/2021,35
Massachusetts,15-24 years,10/1/2021,37
Massachusetts,15-24 years,11/1/2021,37
Massachusetts,15-24 years,12/1/2021,36
Massachusetts,25-34 years,1/1/2018,132
Massachusetts,25-34 years,2/1/2018,85
Massachusetts,25-34 years,3/1/2018,103
Massachusetts,25-34 years,4/1/2018,112
Massachusetts,25-34 years,5/1/2018,108
Massachusetts,25-34 years,6/1/2018,103
Massachusetts,25-34 years,7/1/2018,145
Massachusetts,25-34 years,8/1/2018,115
Massachusetts,25-34 years,9/1/2018,99
Massachusetts,25-34 years,10/1/2018,97
Massachusetts,25-34 years,11/1/2018,95
Massachusetts,25-34 years,12/1/2018,102
Massachusetts,25-34 years,1/1/2019,87
Massachusetts,25-34 years,2/1/2019,94
Massachusetts,25-34 years,3/1/2019,117
Massachusetts,25-34 years,4/1/2019,86
Massachusetts,25-34 years,5/1/2019,89
Massachusetts,25-34 years,6/1/2019,105
Massachusetts,25-34 years,7/1/2019,107
Massachusetts,25-34 years,8/1/2019,104
Massachusetts,25-34 years,9/1/2019,98
Massachusetts,25-34 years,10/1/2019,106
Massachusetts,25-34 years,11/1/2019,79
Massachusetts,25-34 years,12/1/2019,96
Massachusetts,25-34 years,1/1/2020,96
Massachusetts,25-34 years,2/1/2020,100
Massachusetts,25-34 years,3/1/2020,91
Massachusetts,25-34 years,4/1/2020,120
Massachusetts,25-34 years,5/1/2020,109
Massachusetts,25-34 years,6/1/2020,110
Massachusetts,25-34 years,7/1/2020,113
Massachusetts,25-34 years,8/1/2020,120
Massachusetts,25-34 years,9/1/2020,103
Massachusetts,25-34 years,10/1/2020,100
Massachusetts,25-34 years,11/1/2020,100
Massachusetts,25-34 years,12/1/2020,83
Massachusetts,25-34 years,1/1/2021,99
Massachusetts,25-34 years,2/1/2021,93
Massachusetts,25-34 years,3/1/2021,91
Massachusetts,25-34 years,4/1/2021,113
Massachusetts,25-34 years,5/1/2021,104
Massachusetts,25-34 years,6/1/2021,83
Massachusetts,25-34 years,7/1/2021,113
Massachusetts,25-34 years,8/1/2021,113
Massachusetts,25-34 years,9/1/2021,101
Massachusetts,25-34 years,10/1/2021,111
Massachusetts,25-34 years,11/1/2021,97
Massachusetts,25-34 years,12/1/2021,108
Massachusetts,35-44 years,1/1/2018,148
Massachusetts,35-44 years,2/1/2018,115
Massachusetts,35-44 years,3/1/2018,133
Massachusetts,35-44 years,4/1/2018,126
Massachusetts,35-44 years,5/1/2018,124
Massachusetts,35-44 years,6/1/2018,101
Massachusetts,35-44 years,7/1/2018,125
Massachusetts,35-44 years,8/1/2018,129
Massachusetts,35-44 years,9/1/2018,136
Massachusetts,35-44 years,10/1/2018,100
Massachusetts,35-44 years,11/1/2018,110
Massachusetts,35-44 years,12/1/2018,105
Massachusetts,35-44 years,1/1/2019,111
Massachusetts,35-44 years,2/1/2019,119
Massachusetts,35-44 years,3/1/2019,106
Massachusetts,35-44 years,4/1/2019,128
Massachusetts,35-44 years,5/1/2019,118
Massachusetts,35-44 years,6/1/2019,115
Massachusetts,35-44 years,7/1/2019,125
Massachusetts,35-44 years,8/1/2019,120
Massachusetts,35-44 years,9/1/2019,124
Massachusetts,35-44 years,10/1/2019,134
Massachusetts,35-44 years,11/1/2019,131
Massachusetts,35-44 years,12/1/2019,140
Massachusetts,35-44 years,1/1/2020,121
Massachusetts,35-44 years,2/1/2020,123
Massachusetts,35-44 years,3/1/2020,155
Massachusetts,35-44 years,4/1/2020,169
Massachusetts,35-44 years,5/1/2020,158
Massachusetts,35-44 years,6/1/2020,151
Massachusetts,35-44 years,7/1/2020,154
Massachusetts,35-44 years,8/1/2020,148
Massachusetts,35-44 years,9/1/2020,147
Massachusetts,35-44 years,10/1/2020,142
Massachusetts,35-44 years,11/1/2020,153
Massachusetts,35-44 years,12/1/2020,150
Massachusetts,35-44 years,1/1/2021,154
Massachusetts,35-44 years,2/1/2021,141
Massachusetts,35-44 years,3/1/2021,157
Massachusetts,35-44 years,4/1/2021,155
Massachusetts,35-44 years,5/1/2021,151
Massachusetts,35-44 years,6/1/2021,147
Massachusetts,35-44 years,7/1/2021,158
Massachusetts,35-44 years,8/1/2021,157
Massachusetts,35-44 years,9/1/2021,154
Massachusetts,35-44 years,10/1/2021,152
Massachusetts,35-44 years,11/1/2021,157
Massachusetts,35-44 years,12/1/2021,174
Massachusetts,45-54 years,1/1/2018,239
Massachusetts,45-54 years,2/1/2018,229
Massachusetts,45-54 years,3/1/2018,250
Massachusetts,45-54 years,4/1/2018,205
Massachusetts,45-54 years,5/1/2018,272
Massachusetts,45-54 years,6/1/2018,251
Massachusetts,45-54 years,7/1/2018,230
Massachusetts,45-54 years,8/1/2018,248
Massachusetts,45-54 years,9/1/2018,218
Massachusetts,45-54 years,10/1/2018,234
Massachusetts,45-54 years,11/1/2018,247
Massachusetts,45-54 years,12/1/2018,235
Massachusetts,45-54 years,1/1/2019,250
Massachusetts,45-54 years,2/1/2019,263
Massachusetts,45-54 years,3/1/2019,241
Massachusetts,45-54 years,4/1/2019,244
Massachusetts,45-54 years,5/1/2019,237
Massachusetts,45-54 years,6/1/2019,224
Massachusetts,45-54 years,7/1/2019,262
Massachusetts,45-54 years,8/1/2019,233
Massachusetts,45-54 years,9/1/2019,192
Massachusetts,45-54 years,10/1/2019,249
Massachusetts,45-54 years,11/1/2019,250
Massachusetts,45-54 years,12/1/2019,231
Massachusetts,45-54 years,1/1/2020,227
Massachusetts,45-54 years,2/1/2020,222
Massachusetts,45-54 years,3/1/2020,256
Massachusetts,45-54 years,4/1/2020,318
Massachusetts,45-54 years,5/1/2020,323
Massachusetts,45-54 years,6/1/2020,252
Massachusetts,45-54 years,7/1/2020,240
Massachusetts,45-54 years,8/1/2020,234
Massachusetts,45-54 years,9/1/2020,215
Massachusetts,45-54 years,10/1/2020,261
Massachusetts,45-54 years,11/1/2020,276
Massachusetts,45-54 years,12/1/2020,260
Massachusetts,45-54 years,1/1/2021,292
Massachusetts,45-54 years,2/1/2021,253
Massachusetts,45-54 years,3/1/2021,270
Massachusetts,45-54 years,4/1/2021,268
Massachusetts,45-54 years,5/1/2021,227
Massachusetts,45-54 years,6/1/2021,243
Massachusetts,45-54 years,7/1/2021,245
Massachusetts,45-54 years,8/1/2021,264
Massachusetts,45-54 years,9/1/2021,252
Massachusetts,45-54 years,10/1/2021,264
Massachusetts,45-54 years,11/1/2021,245
Massachusetts,45-54 years,12/1/2021,327
Massachusetts,55-64 years,1/1/2018,600
Massachusetts,55-64 years,2/1/2018,496
Massachusetts,55-64 years,3/1/2018,574
Massachusetts,55-64 years,4/1/2018,536
Massachusetts,55-64 years,5/1/2018,562
Massachusetts,55-64 years,6/1/2018,543
Massachusetts,55-64 years,7/1/2018,524
Massachusetts,55-64 years,8/1/2018,505
Massachusetts,55-64 years,9/1/2018,476
Massachusetts,55-64 years,10/1/2018,559
Massachusetts,55-64 years,11/1/2018,540
Massachusetts,55-64 years,12/1/2018,575
Massachusetts,55-64 years,1/1/2019,632
Massachusetts,55-64 years,2/1/2019,558
Massachusetts,55-64 years,3/1/2019,578
Massachusetts,55-64 years,4/1/2019,526
Massachusetts,55-64 years,5/1/2019,517
Massachusetts,55-64 years,6/1/2019,496
Massachusetts,55-64 years,7/1/2019,555
Massachusetts,55-64 years,8/1/2019,526
Massachusetts,55-64 years,9/1/2019,520
Massachusetts,55-64 years,10/1/2019,496
Massachusetts,55-64 years,11/1/2019,522
Massachusetts,55-64 years,12/1/2019,612
Massachusetts,55-64 years,1/1/2020,588
Massachusetts,55-64 years,2/1/2020,534
Massachusetts,55-64 years,3/1/2020,608
Massachusetts,55-64 years,4/1/2020,854
Massachusetts,55-64 years,5/1/2020,771
Massachusetts,55-64 years,6/1/2020,573
Massachusetts,55-64 years,7/1/2020,558
Massachusetts,55-64 years,8/1/2020,506
Massachusetts,55-64 years,9/1/2020,546
Massachusetts,55-64 years,10/1/2020,553
Massachusetts,55-64 years,11/1/2020,551
Massachusetts,55-64 years,12/1/2020,627
Massachusetts,55-64 years,1/1/2021,710
Massachusetts,55-64 years,2/1/2021,616
Massachusetts,55-64 years,3/1/2021,644
Massachusetts,55-64 years,4/1/2021,576
Massachusetts,55-64 years,5/1/2021,596
Massachusetts,55-64 years,6/1/2021,533
Massachusetts,55-64 years,7/1/2021,548
Massachusetts,55-64 years,8/1/2021,607
Massachusetts,55-64 years,9/1/2021,600
Massachusetts,55-64 years,10/1/2021,656
Massachusetts,55-64 years,11/1/2021,614
Massachusetts,55-64 years,12/1/2021,693
Massachusetts,65-74 years,1/1/2018,1005
Massachusetts,65-74 years,2/1/2018,849
Massachusetts,65-74 years,3/1/2018,806
Massachusetts,65-74 years,4/1/2018,818
Massachusetts,65-74 years,5/1/2018,806
Massachusetts,65-74 years,6/1/2018,801
Massachusetts,65-74 years,7/1/2018,759
Massachusetts,65-74 years,8/1/2018,759
Massachusetts,65-74 years,9/1/2018,774
Massachusetts,65-74 years,10/1/2018,800
Massachusetts,65-74 years,11/1/2018,844
Massachusetts,65-74 years,12/1/2018,893
Massachusetts,65-74 years,1/1/2019,916
Massachusetts,65-74 years,2/1/2019,773
Massachusetts,65-74 years,3/1/2019,907
Massachusetts,65-74 years,4/1/2019,805
Massachusetts,65-74 years,5/1/2019,824
Massachusetts,65-74 years,6/1/2019,778
Massachusetts,65-74 years,7/1/2019,794
Massachusetts,65-74 years,8/1/2019,812
Massachusetts,65-74 years,9/1/2019,764
Massachusetts,65-74 years,10/1/2019,826
Massachusetts,65-74 years,11/1/2019,867
Massachusetts,65-74 years,12/1/2019,893
Massachusetts,65-74 years,1/1/2020,906
Massachusetts,65-74 years,2/1/2020,893
Massachusetts,65-74 years,3/1/2020,941
Massachusetts,65-74 years,4/1/2020,1564
Massachusetts,65-74 years,5/1/2020,1277
Massachusetts,65-74 years,6/1/2020,888
Massachusetts,65-74 years,7/1/2020,820
Massachusetts,65-74 years,8/1/2020,825
Massachusetts,65-74 years,9/1/2020,831
Massachusetts,65-74 years,10/1/2020,922
Massachusetts,65-74 years,11/1/2020,969
Massachusetts,65-74 years,12/1/2020,1100
Massachusetts,65-74 years,1/1/2021,1217
Massachusetts,65-74 years,2/1/2021,1044
Massachusetts,65-74 years,3/1/2021,972
Massachusetts,65-74 years,4/1/2021,906
Massachusetts,65-74 years,5/1/2021,905
Massachusetts,65-74 years,6/1/2021,813
Massachusetts,65-74 years,7/1/2021,844
Massachusetts,65-74 years,8/1/2021,888
Massachusetts,65-74 years,9/1/2021,969
Massachusetts,65-74 years,10/1/2021,1009
Massachusetts,65-74 years,11/1/2021,1022
Massachusetts,65-74 years,12/1/2021,1172
Massachusetts,75-84 years,1/1/2018,1337
Massachusetts,75-84 years,2/1/2018,1129
Massachusetts,75-84 years,3/1/2018,1213
Massachusetts,75-84 years,4/1/2018,1143
Massachusetts,75-84 years,5/1/2018,1148
Massachusetts,75-84 years,6/1/2018,987
Massachusetts,75-84 years,7/1/2018,1113
Massachusetts,75-84 years,8/1/2018,1009
Massachusetts,75-84 years,9/1/2018,1101
Massachusetts,75-84 years,10/1/2018,1204
Massachusetts,75-84 years,11/1/2018,1127
Massachusetts,75-84 years,12/1/2018,1290
Massachusetts,75-84 years,1/1/2019,1308
Massachusetts,75-84 years,2/1/2019,1176
Massachusetts,75-84 years,3/1/2019,1219
Massachusetts,75-84 years,4/1/2019,1133
Massachusetts,75-84 years,5/1/2019,1100
Massachusetts,75-84 years,6/1/2019,1048
Massachusetts,75-84 years,7/1/2019,1057
Massachusetts,75-84 years,8/1/2019,1032
Massachusetts,75-84 years,9/1/2019,1036
Massachusetts,75-84 years,10/1/2019,1100
Massachusetts,75-84 years,11/1/2019,1152
Massachusetts,75-84 years,12/1/2019,1209
Massachusetts,75-84 years,1/1/2020,1260
Massachusetts,75-84 years,2/1/2020,1282
Massachusetts,75-84 years,3/1/2020,1380
Massachusetts,75-84 years,4/1/2020,2452
Massachusetts,75-84 years,5/1/2020,1873
Massachusetts,75-84 years,6/1/2020,1050
Massachusetts,75-84 years,7/1/2020,1078
Massachusetts,75-84 years,8/1/2020,1063
Massachusetts,75-84 years,9/1/2020,1065
Massachusetts,75-84 years,10/1/2020,1136
Massachusetts,75-84 years,11/1/2020,1202
Massachusetts,75-84 years,12/1/2020,1534
Massachusetts,75-84 years,1/1/2021,1683
Massachusetts,75-84 years,2/1/2021,1295
Massachusetts,75-84 years,3/1/2021,1279
Massachusetts,75-84 years,4/1/2021,1121
Massachusetts,75-84 years,5/1/2021,1122
Massachusetts,75-84 years,6/1/2021,1104
Massachusetts,75-84 years,7/1/2021,1163
Massachusetts,75-84 years,8/1/2021,1168
Massachusetts,75-84 years,9/1/2021,1170
Massachusetts,75-84 years,10/1/2021,1275
Massachusetts,75-84 years,11/1/2021,1346
Massachusetts,75-84 years,12/1/2021,1583
Massachusetts,85+ years,1/1/2018,2329
Massachusetts,85+ years,2/1/2018,2003
Massachusetts,85+ years,3/1/2018,2085
Massachusetts,85+ years,4/1/2018,1847
Massachusetts,85+ years,5/1/2018,1813
Massachusetts,85+ years,6/1/2018,1700
Massachusetts,85+ years,7/1/2018,1687
Massachusetts,85+ years,8/1/2018,1704
Massachusetts,85+ years,9/1/2018,1673
Massachusetts,85+ years,10/1/2018,1883
Massachusetts,85+ years,11/1/2018,1757
Massachusetts,85+ years,12/1/2018,2044
Massachusetts,85+ years,1/1/2019,2202
Massachusetts,85+ years,2/1/2019,1865
Massachusetts,85+ years,3/1/2019,1953
Massachusetts,85+ years,4/1/2019,1905
Massachusetts,85+ years,5/1/2019,1760
Massachusetts,85+ years,6/1/2019,1686
Massachusetts,85+ years,7/1/2019,1735
Massachusetts,85+ years,8/1/2019,1700
Massachusetts,85+ years,9/1/2019,1733
Massachusetts,85+ years,10/1/2019,1940
Massachusetts,85+ years,11/1/2019,1815
Massachusetts,85+ years,12/1/2019,2004
Massachusetts,85+ years,1/1/2020,2138
Massachusetts,85+ years,2/1/2020,1867
Massachusetts,85+ years,3/1/2020,2043
Massachusetts,85+ years,4/1/2020,4107
Massachusetts,85+ years,5/1/2020,3102
Massachusetts,85+ years,6/1/2020,1682
Massachusetts,85+ years,7/1/2020,1609
Massachusetts,85+ years,8/1/2020,1524
Massachusetts,85+ years,9/1/2020,1553
Massachusetts,85+ years,10/1/2020,1757
Massachusetts,85+ years,11/1/2020,1888
Massachusetts,85+ years,12/1/2020,2506
